0 0.0589013
1 0.0284095
2 0.026893
3 0.0265403
4 0.0261934
5 0.0260019
6 0.0258111
7 0.0257854
8 0.0257553
9 0.0257282
10 0.0256965
11 0.0256683
12 0.0256358
13 0.025607
14 0.0255761
15 0.0255471
16 0.0255153
17 0.0254861
18 0.0254534
19 0.0254239
20 0.0253905
21 0.0253607
22 0.0253267
23 0.0252968
24 0.0252639
25 0.0252339
26 0.0252005
27 0.0251705
28 0.0251367
29 0.0251069
30 0.0250727
31 0.025043
32 0.0250099
33 0.02498
34 0.0249461
35 0.0249162
36 0.0248777
37 0.0248372
38 0.0248042
39 0.0247731
40 0.0247397
41 0.0247088
42 0.0246752
43 0.0246444
44 0.0246105
45 0.0245799
46 0.0245458
47 0.0245153
48 0.0244813
49 0.0244509
50 0.0244168
51 0.0243866
52 0.0243525
53 0.0243225
54 0.0242883
55 0.0242585
56 0.0242243
57 0.0241946
58 0.0241604
59 0.024131
60 0.0240966
61 0.0240673
62 0.0240329
63 0.0240037
64 0.0239691
65 0.0239401
66 0.0239054
67 0.0238764
68 0.0238417
69 0.0238129
70 0.023778
71 0.0237492
72 0.0237137
73 0.0236764
74 0.0236453
75 0.0236158
76 0.02358
77 0.0235429
78 0.0235077
79 0.0234777
80 0.0234425
81 0.0234063
82 0.0233393
83 0.0232996
84 0.0232393
85 0.023174
86 0.0231184
87 0.0230218
88 0.0223929
89 0.0217843
90 0.0217615
91 0.0217335
92 0.0217107
93 0.0216826
94 0.0216597
95 0.0216314
96 0.0216085
97 0.02158
98 0.0215571
99 0.0215284
100 0.0215055
