0 0.000724074
1 0.000435396
2 8.99288e-05
3 5.35575e-05
4 2.10477e-05
5 1.87729e-05
6 1.84119e-05
7 1.82859e-05
8 1.82019e-05
9 1.81408e-05
10 1.80872e-05
11 1.79943e-05
12 1.79233e-05
13 1.78391e-05
14 1.77591e-05
15 1.7643e-05
16 1.75171e-05
17 1.74097e-05
18 1.73642e-05
19 1.7271e-05
20 1.71258e-05
21 1.69891e-05
22 1.68101e-05
23 1.67436e-05
24 1.6651e-05
25 1.64956e-05
26 1.63438e-05
27 1.62301e-05
28 1.60761e-05
29 1.60101e-05
30 1.58656e-05
31 1.57793e-05
32 1.56722e-05
33 1.55919e-05
34 1.5506e-05
35 1.54306e-05
36 1.5282e-05
37 1.51655e-05
38 1.50572e-05
39 1.50162e-05
40 1.49146e-05
41 1.48102e-05
42 1.46101e-05
43 1.44571e-05
44 1.44246e-05
45 1.42804e-05
46 1.40499e-05
47 1.39406e-05
48 1.38137e-05
49 1.3801e-05
50 1.37756e-05
51 1.37556e-05
52 1.37179e-05
53 1.36357e-05
54 1.35182e-05
55 1.34419e-05
56 1.33641e-05
57 1.3279e-05
58 1.3199e-05
59 1.31103e-05
60 1.30575e-05
61 1.29622e-05
62 1.29476e-05
63 1.2913e-05
64 1.28952e-05
65 1.28762e-05
66 1.28524e-05
67 1.27909e-05
68 1.27255e-05
69 1.26812e-05
70 1.26128e-05
71 1.25602e-05
72 1.25211e-05
73 1.24974e-05
74 1.2465e-05
75 1.24393e-05
76 1.24172e-05
77 1.23816e-05
78 1.23756e-05
79 1.23663e-05
80 1.23588e-05
81 1.23465e-05
82 1.23425e-05
83 1.23303e-05
84 1.232e-05
85 1.23059e-05
86 1.22937e-05
87 1.22808e-05
88 1.22699e-05
89 1.22548e-05
90 1.22271e-05
91 1.22123e-05
92 1.21643e-05
93 1.20877e-05
94 1.20437e-05
95 1.19608e-05
96 1.19207e-05
97 1.191e-05
98 1.18924e-05
99 1.18817e-05
100 1.18716e-05
