0 0.00572808
1 5.99715e-05
2 2.8701e-05
3 2.66624e-05
4 2.65231e-05
5 2.65088e-05
6 2.64984e-05
7 2.64895e-05
8 2.64806e-05
9 2.64717e-05
10 2.64628e-05
11 2.64538e-05
12 2.64408e-05
13 2.64079e-05
14 2.63799e-05
15 2.6354e-05
16 2.63157e-05
17 2.62548e-05
18 2.62302e-05
19 2.61981e-05
20 2.61742e-05
21 2.61451e-05
22 2.60975e-05
23 2.60174e-05
24 2.59879e-05
25 2.59433e-05
26 2.58747e-05
27 2.58138e-05
28 2.5685e-05
29 2.54184e-05
30 2.52343e-05
31 2.49991e-05
32 2.46024e-05
33 2.38619e-05
34 2.371e-05
35 2.34835e-05
36 2.30256e-05
37 2.26719e-05
38 2.23844e-05
39 2.21732e-05
40 2.18196e-05
41 2.1437e-05
42 2.094e-05
43 1.98069e-05
44 1.90606e-05
45 1.82259e-05
46 1.7112e-05
47 1.56661e-05
48 1.46388e-05
49 1.40859e-05
50 1.29531e-05
51 1.15693e-05
52 8.78064e-06
53 6.50948e-06
54 4.60099e-06
55 3.50373e-06
56 3.44105e-06
57 3.35797e-06
58 3.26457e-06
59 3.16511e-06
60 3.05506e-06
61 2.92997e-06
62 2.66709e-06
63 2.45334e-06
64 2.09498e-06
65 2.05566e-06
66 2.02359e-06
67 1.98424e-06
68 1.90409e-06
69 1.7523e-06
70 1.49455e-06
71 1.37448e-06
72 1.26157e-06
73 1.21238e-06
74 1.19789e-06
75 1.18976e-06
76 1.18439e-06
77 1.17847e-06
78 1.16056e-06
79 1.13508e-06
80 1.12821e-06
81 1.12469e-06
82 1.12349e-06
83 1.12305e-06
84 1.12189e-06
85 1.11779e-06
86 1.117e-06
87 1.1162e-06
88 1.11505e-06
89 1.11471e-06
90 1.11447e-06
91 1.11431e-06
92 1.11392e-06
93 1.11362e-06
94 1.11301e-06
95 1.11261e-06
96 1.11185e-06
97 1.11098e-06
98 1.11081e-06
99 1.11003e-06
100 1.10965e-06
