0 0.00769507
1 0.000883942
2 0.000796781
3 0.00065191
4 0.000447348
5 0.000208948
6 0.000120476
7 0.000120387
8 0.000120344
9 0.000120282
10 0.00012023
11 0.000120184
12 0.000120145
13 0.000120073
14 0.000119912
15 0.000119802
16 0.000119691
17 0.000119514
18 0.000119411
19 0.000119232
20 0.000119115
21 0.000118998
22 0.000118807
23 0.000118511
24 0.000118357
25 0.000118135
26 0.000117773
27 0.000117482
28 0.000117096
29 0.000116888
30 0.000116437
31 0.000116107
32 0.000115716
33 0.000115583
34 0.000115161
35 0.000115001
36 0.000114509
37 0.000114418
38 0.000114003
39 0.000113333
40 0.000112776
41 0.000112272
42 0.000111578
43 0.000110819
44 0.000109962
45 0.000109818
46 0.000109616
47 0.000109195
48 0.000108343
49 0.000106786
50 0.000103808
51 0.000102189
52 0.000100223
53 9.9061e-05
54 9.62613e-05
55 9.35766e-05
56 9.06982e-05
57 8.61388e-05
58 8.04316e-05
59 7.53257e-05
60 7.41575e-05
61 7.35166e-05
62 7.2822e-05
63 7.19418e-05
64 7.07356e-05
65 6.66847e-05
66 6.36958e-05
67 5.43668e-05
68 4.4636e-05
69 2.17634e-05
70 1.78828e-05
71 1.75564e-05
72 1.73961e-05
73 1.71504e-05
74 1.68199e-05
75 1.6245e-05
76 1.57914e-05
77 1.51802e-05
78 1.45863e-05
79 1.44183e-05
80 1.42216e-05
81 1.39736e-05
82 1.3611e-05
83 1.32776e-05
84 1.30951e-05
85 1.30536e-05
86 1.29896e-05
87 1.28915e-05
88 1.26518e-05
89 1.21378e-05
90 1.19792e-05
91 1.18079e-05
92 1.14739e-05
93 1.09227e-05
94 1.04333e-05
95 1.01142e-05
96 1.00473e-05
97 1.00056e-05
98 9.9793e-06
99 9.94236e-06
100 9.85965e-06
